Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,symbol,source,timestamp,atr,atr_pct,label
2023-04-17 15:30:00-04:00,185.4900054931641,185.5749969482422,185.4019927978516,185.52999877929688,865463,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-17 15:30:00-04:00,0.732208251953127,0.39465760619345913,-1
2023-04-18 09:30:00-04:00,185.2400054931641,186.91000366210935,185.0399932861328,186.5749969482422,2420179,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 09:30:00-04:00,0.730287824358261,0.39141784070930485,-1
2023-04-18 10:30:00-04:00,186.5800018310547,186.91000366210935,186.50999450683597,186.83999633789065,1496695,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 10:30:00-04:00,0.6502881731305783,0.34804548591114565,-1
2023-04-18 11:30:00-04:00,186.89990234375,186.9900054931641,186.44000244140625,186.4750061035156,712832,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 11:30:00-04:00,0.6377879551478814,0.3420232922764105,-1
2023-04-18 12:30:00-04:00,186.47000122070312,186.64990234375,186.33999633789065,186.53990173339844,589275,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 12:30:00-04:00,0.5952813284737702,0.31911742364083706,-1
2023-04-18 13:30:00-04:00,186.5200042724609,186.5399932861328,186.1750030517578,186.3249969482422,885690,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 13:30:00-04:00,0.5984943934849289,0.32120993065207465,-1
2023-04-18 14:30:00-04:00,186.32000732421875,186.44000244140625,186.22000122070312,186.4102020263672,415203,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 14:30:00-04:00,0.5834950038364914,0.3130166683441273,-1
2023-04-18 15:30:00-04:00,186.41000366210935,186.4199981689453,186.2100067138672,186.2400054931641,1224099,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-18 15:30:00-04:00,0.5813511439732082,0.31215159301235446,-1
2023-04-19 09:30:00-04:00,184.3498992919922,185.46499633789065,184.27999877929688,185.2400054931641,2989443,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 09:30:00-04:00,0.624922616141181,0.33735834463913494,1
2023-04-19 10:30:00-04:00,185.25,185.4900054931641,185.0800018310547,185.30499267578125,1058125,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 10:30:00-04:00,0.5809947422572525,0.31353431651665725,1
2023-04-19 11:30:00-04:00,185.30999755859372,185.32000732421875,184.8300018310547,185.1999969482422,943241,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 11:30:00-04:00,0.5838514055524533,0.3152545438300532,1
2023-04-19 12:30:00-04:00,185.1999969482422,185.55999755859372,185.17999267578125,185.3999938964844,805038,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 12:30:00-04:00,0.5552804129464225,0.2995040082128891,1
2023-04-19 13:30:00-04:00,185.41000366210935,185.50999450683597,185.2899932861328,185.38999938964844,453443,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 13:30:00-04:00,0.5588520595005539,0.3014467130591934,1
2023-04-19 14:30:00-04:00,185.3999938964844,185.5800018310547,185.38999938964844,185.4575042724609,340529,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 14:30:00-04:00,0.5534242902483218,0.29841029750689974,1
2023-04-19 15:30:00-04:00,185.4600067138672,185.4900054931641,185.2899932861328,185.3600006103516,549912,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-19 15:30:00-04:00,0.5553534371512276,0.29960802509849227,1
2023-04-20 09:30:00-04:00,186.17999267578125,187.02999877929688,186.13999938964844,186.44000244140625,1726775,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 09:30:00-04:00,0.5410668509347099,0.29020963519068527,-1
2023-04-20 10:30:00-04:00,186.42999267578125,186.6100006103516,185.77999877929688,186.17999267578125,999431,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 10:30:00-04:00,0.5717806134905195,0.30711173916857615,-1
2023-04-20 11:30:00-04:00,186.19000244140625,186.50999450683597,186.05999755859372,186.38999938964844,466961,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 11:30:00-04:00,0.5646373203822626,0.30293327014926796,-1
2023-04-20 12:30:00-04:00,186.38999938964844,186.6450042724609,186.27999877929688,186.58999633789065,642535,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 12:30:00-04:00,0.5685729980468831,0.3047178354713454,-1
2023-04-20 13:30:00-04:00,186.5800018310547,186.6499938964844,186.25999450683597,186.25999450683597,297681,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 13:30:00-04:00,0.5703593662807,0.3062167846567649,-1
2023-04-20 14:30:00-04:00,186.27999877929688,186.47000122070312,186.1699981689453,186.32000732421875,409328,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 14:30:00-04:00,0.5760737827846063,0.3091851439132729,-1
2023-04-20 15:30:00-04:00,186.30999755859372,186.3600006103516,186.0500030517578,186.16000366210935,819561,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-20 15:30:00-04:00,0.5832170758928673,0.3132880664051976,-1
2023-04-21 09:30:00-04:00,184.97999572753903,185.67999267578125,183.22000122070312,184.2100067138672,3705138,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 09:30:00-04:00,0.653216770717082,0.3546043900490821,1
2023-04-21 10:30:00-04:00,184.2100067138672,184.30999755859372,183.6300048828125,183.7400054931641,1988325,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 10:30:00-04:00,0.672501700265069,0.366007227691135,1
2023-04-21 11:30:00-04:00,183.7700042724609,183.7899932861328,183.4600067138672,183.63999938964844,1734611,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 11:30:00-04:00,0.661071777343752,0.3599824545528809,1
2023-04-21 12:30:00-04:00,183.639892578125,184.03500366210935,183.6000061035156,184.00999450683597,524449,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 12:30:00-04:00,0.6649998256138433,0.36139331855104134,1
2023-04-21 13:30:00-04:00,184.00999450683597,184.2400054931641,183.8600006103516,183.97999572753903,707346,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 13:30:00-04:00,0.6764286586216538,0.3676642430318323,1
2023-04-21 14:30:00-04:00,183.9710998535156,184.22999572753903,183.8800048828125,184.2050018310547,450035,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 14:30:00-04:00,0.6878564017159599,0.37341895978852613,1
2023-04-21 15:30:00-04:00,184.2100067138672,184.3000030517578,184.13999938964844,184.25259399414065,1282935,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-21 15:30:00-04:00,0.6849986485072525,0.3717715086980191,1
2023-04-24 09:30:00-04:00,184.07000732421875,184.1999969482422,183.4600067138672,184.08999633789065,1855870,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 09:30:00-04:00,0.6223264421735512,0.3380555459576918,1
2023-04-24 10:30:00-04:00,184.05999755859372,184.67999267578125,184.0500030517578,184.2400054931641,1264520,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 10:30:00-04:00,0.6080398559570312,0.33002596495232495,1
2023-04-24 11:30:00-04:00,184.2400054931641,184.65499877929688,184.13999938964844,184.6000061035156,1666368,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 11:30:00-04:00,0.612682887486045,0.3318975445442181,1
2023-04-24 12:30:00-04:00,184.6100006103516,185.00999450683597,184.4199981689453,184.8699951171875,1122481,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 12:30:00-04:00,0.628753662109375,0.34010584665770854,-1
2023-04-24 13:30:00-04:00,184.8699951171875,185.0249938964844,184.7400054931641,184.8979949951172,542856,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 13:30:00-04:00,0.6212528773716518,0.33599762798296323,-1
2023-04-24 14:30:00-04:00,184.92999267578125,184.97999572753903,184.7001037597656,184.7993927001953,926988,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 14:30:00-04:00,0.6198163713727679,0.3353995715658609,1
2023-04-24 15:30:00-04:00,184.7899932861328,184.8600006103516,184.7400054931641,184.80999755859372,479932,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-24 15:30:00-04:00,0.6062447684151765,0.32803678178880313,1
2023-04-25 09:30:00-04:00,184.83999633789065,184.8800048828125,184.3000030517578,184.4969940185547,1594730,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 09:30:00-04:00,0.4376732962472098,0.23722516378949426,1
2023-04-25 10:30:00-04:00,184.4900054931641,184.82000732421875,184.4499969482422,184.80499267578125,788571,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 10:30:00-04:00,0.4155317034040199,0.22484874320090564,1
2023-04-25 11:30:00-04:00,184.8300018310547,185.08999633789065,184.72999572753903,184.9199981689453,0,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 11:30:00-04:00,0.4176755632673052,0.22586824973127645,1
2023-04-25 12:30:00-04:00,184.92999267578125,185.52999877929688,184.77999877929688,185.3000030517578,4348799,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 12:30:00-04:00,0.4401757376534659,0.23754761489697143,-1
2023-04-25 13:30:00-04:00,185.31500244140625,186.22039794921875,185.27999877929688,185.7700042724609,2081270,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 13:30:00-04:00,0.48020390101842125,0.2584937772376464,-1
2023-04-25 14:30:00-04:00,185.7899932861328,185.7899932861328,185.33999633789065,185.67999267578125,981516,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 14:30:00-04:00,0.4873471941266802,0.26246618556133017,-1
2023-04-25 15:30:00-04:00,185.67999267578125,185.80999755859372,185.6150054931641,185.7700042724609,728746,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-25 15:30:00-04:00,0.48984636579241275,0.2636843163732591,-1
2023-04-26 09:30:00-04:00,186.6300048828125,186.6499938964844,185.6100006103516,186.1199951171875,1961149,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 09:30:00-04:00,0.5075182233537946,0.2726833422890667,-1
2023-04-26 10:30:00-04:00,186.1300048828125,186.22000122070312,185.2400054931641,185.3999938964844,1250838,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 10:30:00-04:00,0.5325186593191944,0.2872269022924127,-1
2023-04-26 11:30:00-04:00,185.3999938964844,185.5800018310547,184.5,184.55999755859372,1422995,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 11:30:00-04:00,0.572875976562498,0.3104009450263579,0
2023-04-26 12:30:00-04:00,184.55999755859372,184.7899932861328,184.42990112304688,184.52999877929688,818189,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 12:30:00-04:00,0.5564542497907325,0.3015521885177421,-1
2023-04-26 13:30:00-04:00,184.52999877929688,184.83009338378903,184.3000030517578,184.5399932861328,516053,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 13:30:00-04:00,0.5739615304129403,0.3110228412780973,-1
2023-04-26 14:30:00-04:00,184.5500030517578,185.05999755859372,184.41000366210935,184.9199981689453,585370,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 14:30:00-04:00,0.6003973824637215,0.32467953082888884,-1
2023-04-26 15:30:00-04:00,184.9199981689453,185.00999450683597,184.63999938964844,184.7400054931641,873935,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-26 15:30:00-04:00,0.6182545253208664,0.3346619611006473,-1
2023-04-27 09:30:00-04:00,183.8999938964844,184.58999633789065,183.3800048828125,184.0200042724609,3794503,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-27 09:30:00-04:00,0.6739687238420738,0.3662475318956044,1
2023-04-27 10:30:00-04:00,184.00999450683597,184.4900054931641,183.8401031494141,184.47999572753903,1290031,0.0,0.0,0.0,GLD,yahoo_finance,2023-04-27 10:30:00-04:00,0.6939610072544623,0.37617141333816084,1
