timestamp,Open,High,Low,Close,Volume,buy_vol_frac,buy_volume,sell_volume,ofi,vpin,vpin_norm,vpin_signal
2024-03-17 07:00:00+00:00,3473.359375,3473.359375,3416.167236328125,3473.359375,1775431680,0.9,1597888512.0,177543167.99999997,1420345344.0,0.777830737002641,0.9276764123289577,1
2024-03-17 08:00:00+00:00,3562.99853515625,3563.3896484375,3460.691162109375,3562.99853515625,863954944,0.9,777559449.6,86395494.39999998,691163955.2,0.786822531315711,1.0,1
2024-03-17 09:00:00+00:00,3549.345947265625,3567.016357421875,3544.640625,3549.345947265625,435353600,0.1,43535360.0,391818240.0,348282880.0,0.7869732209147042,1.0,1
2024-03-17 10:00:00+00:00,3588.454345703125,3588.454345703125,3557.062744140625,3588.454345703125,405102592,0.9,364592332.8,40510259.19999999,324082073.6,0.7869453710398381,1.0,1
2024-03-17 11:00:00+00:00,3573.98876953125,3597.699951171875,3529.89404296875,3570.6650390625,52029442,0.1,5202944.2,46826497.800000004,41623553.6,0.7869632614582386,1.0,1
2024-03-17 14:00:00+00:00,3579.868408203125,3637.04248046875,3557.457275390625,3629.026123046875,494129153,0.9,444716237.7,49412915.29999999,395303322.4,0.7871220944961436,1.0,1
2024-03-17 16:00:00+00:00,3609.6298828125,3629.236572265625,3602.549072265625,3609.6298828125,287125504,0.1,28712550.400000002,258412953.6,229700403.2,0.7870092634949947,1.0,1
2024-03-17 17:00:00+00:00,3642.293212890625,3675.193359375,3558.443603515625,3597.09228515625,33359882,0.1,3335988.2,30023893.8,26687905.6,0.7870147872692511,1.0,1
2024-03-18 04:00:00+00:00,3617.344482421875,3626.166748046875,3576.086181640625,3617.344482421875,323090432,0.9,290781388.8,32309043.19999999,258472345.60000002,0.7903434123840298,1.0,1
2024-03-18 05:00:00+00:00,3633.240478515625,3638.2431640625,3603.69775390625,3633.240478515625,211054592,0.9,189949132.8,21105459.199999996,168843673.60000002,0.7903908870707516,1.0,1
2024-03-18 06:00:00+00:00,3625.04833984375,3638.17919921875,3558.4951171875,3559.14306640625,42938371,0.1,4293837.100000001,38644533.9,34350696.8,0.7903927032884362,1.0,1
2024-03-18 10:00:00+00:00,3586.966064453125,3587.54248046875,3554.647705078125,3586.966064453125,43845632,0.9,39461068.800000004,4384563.199999999,35076505.60000001,0.7903408743017922,1.0,1
2024-03-18 11:00:00+00:00,3595.667236328125,3610.237060546875,3581.802734375,3595.667236328125,47104000,0.9,42393600.0,4710399.999999999,37683200.0,0.7902688874375351,1.0,1
2024-03-18 12:00:00+00:00,3595.64990234375,3608.525634765625,3580.59716796875,3595.64990234375,48109568,0.4,19243827.2,28865740.8,9621913.600000001,0.7898218336777191,1.0,1
2024-03-18 13:00:00+00:00,3541.022705078125,3595.65380859375,3534.229248046875,3541.022705078125,277094400,0.1,27709440.0,249384960.0,221675520.0,0.7898534113605656,1.0,1
2024-03-18 14:00:00+00:00,3503.107666015625,3558.255859375,3490.896728515625,3503.107666015625,626655232,0.1,62665523.2,563989708.8000001,501324185.6000001,0.7900937665521249,1.0,1
2024-03-18 15:00:00+00:00,3523.0361328125,3525.01171875,3487.23388671875,3523.0361328125,237412352,0.9,213671116.8,23741235.199999996,189929881.60000002,0.7901002497487384,1.0,1
2024-03-18 16:00:00+00:00,3497.177734375,3558.442626953125,3497.177734375,3497.177734375,23177216,0.1,2317721.6,20859494.400000002,18541772.8,0.7898534783096453,1.0,1
2024-03-18 17:00:00+00:00,3512.085205078125,3513.143798828125,3456.09130859375,3512.085205078125,897695744,0.9,807926169.6,89769574.39999998,718156595.2,0.7900047409801914,1.0,1
2024-03-18 18:00:00+00:00,3477.707275390625,3512.6513671875,3477.707275390625,3477.707275390625,330962944,0.1,33096294.400000002,297866649.6,264770355.20000002,0.7893682777820402,1.0,1
2024-03-18 19:00:00+00:00,3480.71044921875,3505.334716796875,3474.60546875,3480.71044921875,535449600,0.6,321269760.0,214179840.0,107089920.0,0.7759898361612221,0.9070063850599793,1
2024-03-18 20:00:00+00:00,3505.5859375,3508.57763671875,3482.80810546875,3505.5859375,226500608,0.9,203850547.20000002,22650060.799999993,181200486.40000004,0.775952593597368,0.9065882176100493,1
2024-03-18 21:00:00+00:00,3527.003173828125,3544.926513671875,3507.087158203125,3527.003173828125,378529792,0.9,340676812.8,37852979.19999999,302823833.6,0.7761212827234426,0.9084822950950996,1
2024-03-18 22:00:00+00:00,3517.722900390625,3543.94873046875,3387.668701171875,3392.236083984375,1164408835,0.1,116440883.5,1047967951.5,931527068.0,0.7769179266422067,0.9174271829206858,1
2024-03-19 02:00:00+00:00,3406.504150390625,3441.784423828125,3391.61474609375,3406.504150390625,672919552,0.9,605627596.8000001,67291955.19999999,538335641.6000001,0.7763616135756228,0.9111807811603855,1
2024-03-19 03:00:00+00:00,3424.953369140625,3431.406494140625,3375.0966796875,3424.953369140625,828786688,0.9,745908019.2,82878668.79999998,663029350.4000001,0.7740652445242467,0.885396659689185,1
