timestamp,Open,High,Low,Close,Volume
2024-03-13 00:00:00+00:00,71466.703125,72075.453125,71358.9765625,72023.0546875,600784897
2024-03-13 02:00:00+00:00,71993.625,72034.9140625,71891.4375,71993.625,97054720
2024-03-13 03:00:00+00:00,72053.1640625,72700.4609375,71913.0390625,72672.4453125,171945987
2024-03-13 07:00:00+00:00,72857.640625,73105.5234375,72676.1875,72857.640625,1285197824
2024-03-13 08:00:00+00:00,73454.90625,73635.171875,72889.5390625,73454.90625,787582976
2024-03-13 09:00:00+00:00,73305.5,73634.4375,73193.5546875,73305.5,461869056
2024-03-13 10:00:00+00:00,73279.40625,73417.09375,73170.828125,73279.40625,343248896
2024-03-13 11:00:00+00:00,73142.53125,73475.4453125,71720.1875,71897.0,178401282
2024-03-13 14:00:00+00:00,72389.984375,73641.046875,72194.4921875,73011.5390625,962396174
2024-03-14 05:00:00+00:00,73164.1953125,73164.1953125,72800.359375,73164.1953125,303992832
2024-03-14 06:00:00+00:00,73573.90625,73749.53125,72668.703125,72874.421875,298532869
2024-03-14 12:00:00+00:00,72845.796875,73058.9140625,71552.5078125,71981.84375,457191425
2024-03-14 14:00:00+00:00,71473.9609375,72394.1328125,70634.4609375,70883.7578125,1372897281
2024-03-14 16:00:00+00:00,71265.7421875,71268.4609375,70198.5703125,71265.7421875,2707578880
2024-03-14 17:00:00+00:00,71071.0078125,71384.6484375,70727.484375,71071.0078125,440963072
2024-03-14 18:00:00+00:00,69724.59375,71011.1171875,69724.59375,69724.59375,1572487168
2024-03-14 19:00:00+00:00,69209.3203125,70237.6484375,68694.25,69209.3203125,4511780864
2024-03-14 20:00:00+00:00,70689.7421875,71066.703125,69559.625,70689.7421875,2639515648
2024-03-14 21:00:00+00:00,70911.125,70924.2265625,70310.671875,70911.125,215969792
2024-03-14 22:00:00+00:00,71482.796875,71605.046875,71160.296875,71482.796875,1081278464
2024-03-14 23:00:00+00:00,71426.140625,71668.6484375,71385.65625,71426.140625,243068928
2024-03-15 00:00:00+00:00,71920.2890625,72339.546875,71348.0078125,71920.2890625,1100107776
2024-03-15 01:00:00+00:00,71596.5859375,71973.5,71568.6484375,71596.5859375,68501504
2024-03-15 02:00:00+00:00,68883.8125,71679.6640625,68259.4609375,68883.8125,3118026752
2024-03-15 03:00:00+00:00,68007.3671875,69372.3359375,67061.421875,68007.3671875,6291333120
2024-03-15 04:00:00+00:00,67360.7109375,68448.2890625,67118.46875,67515.6640625,4334313473
2024-03-15 06:00:00+00:00,68403.9921875,68521.96875,67384.59375,68403.9921875,1387020288
2024-03-15 07:00:00+00:00,68532.8203125,68707.03125,68142.2265625,68532.8203125,558702592
2024-03-15 08:00:00+00:00,67223.84375,68524.59375,67083.515625,67223.84375,1664606208
2024-03-15 09:00:00+00:00,67686.1953125,67920.65625,66178.2890625,67686.1953125,4845027328
2024-03-15 10:00:00+00:00,67355.96875,67922.9765625,67325.8671875,67355.96875,1317232640
2024-03-15 11:00:00+00:00,67783.6171875,67783.6171875,66805.359375,67783.6171875,1454383104
2024-03-15 12:00:00+00:00,67887.7265625,67903.515625,67468.3671875,67887.7265625,411656192
2024-03-15 13:00:00+00:00,68317.484375,70307.5390625,67558.9140625,70252.0546875,528162821
2024-03-15 19:00:00+00:00,68679.7265625,70501.703125,67667.7265625,69522.7265625,798818308
2024-03-16 00:00:00+00:00,69728.1171875,70011.1875,69097.921875,69238.5703125,167583745
2024-03-16 02:00:00+00:00,69155.640625,69384.0234375,66667.5390625,66912.09375,245669904
2024-03-16 19:00:00+00:00,66900.53125,67608.5078125,66095.25,66280.765625,821043202
2024-03-16 22:00:00+00:00,66345.609375,66646.625,65841.203125,66345.609375,707993600
2024-03-16 23:00:00+00:00,65321.359375,66279.2578125,65222.44140625,65321.359375,2431283200
2024-03-17 00:00:00+00:00,65335.8125,66236.0546875,65258.34765625,65335.8125,1124417536
2024-03-17 01:00:00+00:00,66090.53125,66090.53125,65594.8046875,66090.53125,927506432
2024-03-17 02:00:00+00:00,66320.2265625,66471.4921875,66030.7421875,66320.2265625,474365952
2024-03-17 03:00:00+00:00,66473.3828125,66518.265625,66184.8828125,66473.3828125,74498048
2024-03-17 04:00:00+00:00,66336.9609375,66510.6328125,65060.80859375,65060.80859375,746905602
2024-03-17 07:00:00+00:00,65660.8515625,65660.8515625,64600.9609375,65660.8515625,3043282944
2024-03-17 08:00:00+00:00,66536.8984375,66536.8984375,65348.828125,66536.8984375,1192964096
2024-03-17 09:00:00+00:00,66368.2734375,66706.1953125,66256.75,66368.2734375,835088384
2024-03-17 10:00:00+00:00,67052.75,67214.609375,66380.9609375,67052.75,474996736
2024-03-17 11:00:00+00:00,66861.8828125,67339.359375,66427.8203125,66506.8984375,2928641
2024-03-17 13:00:00+00:00,66980.71875,67299.8984375,66607.9375,66980.71875,67919872
2024-03-17 14:00:00+00:00,67498.4375,68009.4609375,66859.4140625,67879.8828125,564936705
2024-03-17 16:00:00+00:00,67997.5625,68311.078125,67710.46875,67997.5625,736509952
2024-03-17 17:00:00+00:00,68520.0546875,68796.46875,66811.5546875,67892.09375,181215242
2024-03-18 04:00:00+00:00,68367.1796875,68483.1953125,67675.8671875,68367.1796875,698630144
2024-03-18 05:00:00+00:00,68693.5,68880.984375,68188.375,68693.5,722632704
2024-03-18 06:00:00+00:00,68452.6953125,68643.4921875,67369.84375,67784.6171875,31969283
2024-03-18 10:00:00+00:00,68039.1875,68504.3125,67735.6328125,68500.375,1695746
2024-03-18 13:00:00+00:00,67510.4609375,68552.9453125,67312.03125,67510.4609375,1026830336
2024-03-18 14:00:00+00:00,66798.4453125,67675.6953125,66655.328125,66798.4453125,1895047168
2024-03-18 15:00:00+00:00,67415.046875,67415.046875,66695.28125,67415.046875,924012544
2024-03-18 16:00:00+00:00,67035.0859375,67998.5703125,67035.0859375,67035.0859375,799916032
2024-03-18 17:00:00+00:00,67426.34375,67426.34375,66610.125,67426.34375,1650589696
2024-03-18 18:00:00+00:00,67011.984375,67424.2265625,66987.6171875,67011.984375,373829632
2024-03-18 19:00:00+00:00,67000.78125,67359.7109375,66987.6484375,67000.78125,1132191744
2024-03-18 20:00:00+00:00,67309.8515625,67334.3515625,67032.3125,67309.8515625,415420416
2024-03-18 21:00:00+00:00,67607.4765625,67835.1328125,67339.3359375,67607.4765625,739770368
2024-03-18 22:00:00+00:00,67547.9453125,68074.2734375,65880.7734375,65906.53125,1359802371
2024-03-19 02:00:00+00:00,65824.65625,66374.34375,65572.546875,65824.65625,1430650880
2024-03-19 03:00:00+00:00,65953.3125,65953.3125,65005.94140625,65953.3125,2319912960
